LAB;EXP;Date of MTT assay;Culture ID;Plate ID;Passage ID;Animal Pool ID;ID LAB;Experimental Group;Group;Exclude?;Optical Density (a.u.)
LAB49;MTT56;25/03/22;2022_2;Plate 02;6;NA;;Genistein Blank;Group2_blank;Yes;0,017
LAB49;MTT56;25/03/22;2022_2;Plate 02;6;NA;;Genistein Blank;Group2_blank;Yes;0,019
LAB49;MTT56;25/03/22;2022_2;Plate 02;6;NA;;Genistein Blank;Group2_blank;Yes;0,015
LAB49;MTT56;05/09/22;2022_3;Plate 03;5;NA;;Control;Group1;Yes;1,297
LAB49;MTT56;05/09/22;2022_3;Plate 03;5;NA;;Control;Group1;Yes;1,381
LAB49;MTT56;05/09/22;2022_3;Plate 03;5;NA;;Control;Group1;Yes;1,32
LAB49;MTT56;05/09/22;2022_3;Plate 03;5;NA;;Genistein;Group2;Yes;1,264
LAB49;MTT56;05/09/22;2022_3;Plate 03;5;NA;;Genistein;Group2;Yes;1,396
LAB49;MTT56;05/09/22;2022_3;Plate 03;5;NA;;Genistein;Group2;Yes;1,393
LAB49;MTT56;05/09/22;2022_3;Plate 03;5;NA;;Positive control;Positive_Control;Yes;1,358
LAB49;MTT56;05/09/22;2022_3;Plate 03;5;NA;;Positive control;Positive_Control;Yes;1,609
LAB49;MTT56;05/09/22;2022_3;Plate 03;5;NA;;Positive control;Positive_Control;Yes;1,439
LAB49;MTT56;05/09/22;2022_3;Plate 03;5;NA;;Control Blank;Group1_blank;Yes;0,024
LAB49;MTT56;05/09/22;2022_3;Plate 03;5;NA;;Control Blank;Group1_blank;Yes;0,024
LAB49;MTT56;05/09/22;2022_3;Plate 03;5;NA;;Control Blank;Group1_blank;Yes;0,029
LAB49;MTT56;05/09/22;2022_3;Plate 03;5;NA;;Genistein Blank;Group2_blank;Yes;0,034
LAB49;MTT56;05/09/22;2022_3;Plate 03;5;NA;;Genistein Blank;Group2_blank;Yes;0,036
LAB49;MTT56;05/09/22;2022_3;Plate 03;5;NA;;Genistein Blank;Group2_blank;Yes;0,026
LAB49;MTT56;13/05/22;2022_4;Plate 04;6;NA;;Control;Group1;Yes;0,002
LAB49;MTT56;13/05/22;2022_4;Plate 04;6;NA;;Control;Group1;Yes;0,002
LAB49;MTT56;13/05/22;2022_4;Plate 04;6;NA;;Control;Group1;Yes;0,003
LAB49;MTT56;13/05/22;2022_4;Plate 04;6;NA;;Genistein;Group2;Yes;0,003
LAB49;MTT56;13/05/22;2022_4;Plate 04;6;NA;;Genistein;Group2;Yes;0,003
LAB49;MTT56;13/05/22;2022_4;Plate 04;6;NA;;Genistein;Group2;Yes;0,003
LAB49;MTT56;13/05/22;2022_4;Plate 04;6;NA;;Positive control;Positive_Control;Yes;0,002
LAB49;MTT56;13/05/22;2022_4;Plate 04;6;NA;;Positive control;Positive_Control;Yes;0,003
LAB49;MTT56;13/05/22;2022_4;Plate 04;6;NA;;Positive control;Positive_Control;Yes;0,003
LAB49;MTT56;13/05/22;2022_4;Plate 04;6;NA;;Control Blank;Group1_blank;Yes;0,003
LAB49;MTT56;13/05/22;2022_4;Plate 04;6;NA;;Control Blank;Group1_blank;Yes;0,053
LAB49;MTT56;13/05/22;2022_4;Plate 04;6;NA;;Control Blank;Group1_blank;Yes;0,028
LAB49;MTT56;13/05/22;2022_4;Plate 04;6;NA;;Genistein Blank;Group2_blank;Yes;0,003
LAB49;MTT56;13/05/22;2022_4;Plate 04;6;NA;;Genistein Blank;Group2_blank;Yes;0,034
LAB49;MTT56;13/05/22;2022_4;Plate 04;6;NA;;Genistein Blank;Group2_blank;Yes;0,01
LAB49;MTT56;16/05/22;2022_5;Plate 05;7;NA;;Control;Group1;Yes;1,111
LAB49;MTT56;16/05/22;2022_5;Plate 05;7;NA;;Control;Group1;Yes;1,259
LAB49;MTT56;16/05/22;2022_5;Plate 05;7;NA;;Control;Group1;Yes;1,167
LAB49;MTT56;16/05/22;2022_5;Plate 05;7;NA;;Genistein;Group2;Yes;1,158
LAB49;MTT56;16/05/22;2022_5;Plate 05;7;NA;;Genistein;Group2;Yes;1,274
LAB49;MTT56;16/05/22;2022_5;Plate 05;7;NA;;Genistein;Group2;Yes;1,158
LAB49;MTT56;16/05/22;2022_5;Plate 05;7;NA;;Positive control;Positive_Control;Yes;1,377
LAB49;MTT56;16/05/22;2022_5;Plate 05;7;NA;;Positive control;Positive_Control;Yes;1,43
LAB49;MTT56;16/05/22;2022_5;Plate 05;7;NA;;Positive control;Positive_Control;Yes;1,297
LAB49;MTT56;16/05/22;2022_5;Plate 05;7;NA;;Control Blank;Group1_blank;Yes;0,016
LAB49;MTT56;16/05/22;2022_5;Plate 05;7;NA;;Control Blank;Group1_blank;Yes;0,021
LAB49;MTT56;16/05/22;2022_5;Plate 05;7;NA;;Control Blank;Group1_blank;Yes;0,021
LAB49;MTT56;16/05/22;2022_5;Plate 05;7;NA;;Genistein Blank;Group2_blank;Yes;0,019
LAB49;MTT56;16/05/22;2022_5;Plate 05;7;NA;;Genistein Blank;Group2_blank;Yes;0,035
LAB49;MTT56;16/05/22;2022_5;Plate 05;7;NA;;Genistein Blank;Group2_blank;Yes;0,034
LAB49;MTT56;23/05/22;2022_6;Plate 06;9;NA;;Control;Group1;Yes;1,859
LAB49;MTT56;23/05/22;2022_6;Plate 06;9;NA;;Control;Group1;Yes;1,924
LAB49;MTT56;23/05/22;2022_6;Plate 06;9;NA;;Control;Group1;Yes;1,899
LAB49;MTT56;23/05/22;2022_6;Plate 06;9;NA;;Genistein;Group2;Yes;2,037
LAB49;MTT56;23/05/22;2022_6;Plate 06;9;NA;;Genistein;Group2;Yes;2,212
LAB49;MTT56;23/05/22;2022_6;Plate 06;9;NA;;Genistein;Group2;Yes;1,976
LAB49;MTT56;23/05/22;2022_6;Plate 06;9;NA;;Positive control;Positive_Control;Yes;1,734
LAB49;MTT56;23/05/22;2022_6;Plate 06;9;NA;;Positive control;Positive_Control;Yes;1,738
LAB49;MTT56;23/05/22;2022_6;Plate 06;9;NA;;Positive control;Positive_Control;Yes;1,686
LAB49;MTT56;23/05/22;2022_6;Plate 06;9;NA;;Control Blank;Group1_blank;Yes;0,026
LAB49;MTT56;23/05/22;2022_6;Plate 06;9;NA;;Control Blank;Group1_blank;Yes;0,022
LAB49;MTT56;23/05/22;2022_6;Plate 06;9;NA;;Control Blank;Group1_blank;Yes;0,025
LAB49;MTT56;23/05/22;2022_6;Plate 06;9;NA;;Genistein Blank;Group2_blank;Yes;0,02
LAB49;MTT56;23/05/22;2022_6;Plate 06;9;NA;;Genistein Blank;Group2_blank;Yes;0,035
LAB49;MTT56;23/05/22;2022_6;Plate 06;9;NA;;Genistein Blank;Group2_blank;Yes;0,037
LAB49;MTT56;27/05/22;2022_7;Plate 07;10;NA;;Control;Group1;;1,489
LAB49;MTT56;27/05/22;2022_7;Plate 07;10;NA;;Control;Group1;;1,484
LAB49;MTT56;27/05/22;2022_7;Plate 07;10;NA;;Control;Group1;;1,362
LAB49;MTT56;27/05/22;2022_7;Plate 07;10;NA;;Genistein;Group2;;1,654
LAB49;MTT56;27/05/22;2022_7;Plate 07;10;NA;;Genistein;Group2;;1,619
LAB49;MTT56;27/05/22;2022_7;Plate 07;10;NA;;Genistein;Group2;;1,699
LAB49;MTT56;27/05/22;2022_7;Plate 07;10;NA;;Positive control;Positive_Control;;0,033
LAB49;MTT56;27/05/22;2022_7;Plate 07;10;NA;;Positive control;Positive_Control;;0,027
LAB49;MTT56;27/05/22;2022_7;Plate 07;10;NA;;Positive control;Positive_Control;;0,034
LAB49;MTT56;27/05/22;2022_7;Plate 07;10;NA;;Control Blank;Group1_blank;;0,029
LAB49;MTT56;27/05/22;2022_7;Plate 07;10;NA;;Control Blank;Group1_blank;;0,024
LAB49;MTT56;27/05/22;2022_7;Plate 07;10;NA;;Control Blank;Group1_blank;;0,018
LAB49;MTT56;27/05/22;2022_7;Plate 07;10;NA;;Genistein Blank;Group2_blank;;0,019
LAB49;MTT56;27/05/22;2022_7;Plate 07;10;NA;;Genistein Blank;Group2_blank;;0,02
LAB49;MTT56;27/05/22;2022_7;Plate 07;10;NA;;Genistein Blank;Group2_blank;;0,018
LAB49;MTT56;06/06/22;2022_8;Plate 08;13;NA;;Control;Group1;;1,974
LAB49;MTT56;06/06/22;2022_8;Plate 08;13;NA;;Control;Group1;;1,994
LAB49;MTT56;06/06/22;2022_8;Plate 08;13;NA;;Control;Group1;;1,885
LAB49;MTT56;06/06/22;2022_8;Plate 08;13;NA;;Genistein;Group2;;2,113
LAB49;MTT56;06/06/22;2022_8;Plate 08;13;NA;;Genistein;Group2;;2,14
LAB49;MTT56;06/06/22;2022_8;Plate 08;13;NA;;Genistein;Group2;;1,973
LAB49;MTT56;06/06/22;2022_8;Plate 08;13;NA;;Positive control;Positive_Control;;0,345
LAB49;MTT56;06/06/22;2022_8;Plate 08;13;NA;;Positive control;Positive_Control;;0,312
LAB49;MTT56;06/06/22;2022_8;Plate 08;13;NA;;Positive control;Positive_Control;;0,316
LAB49;MTT56;06/06/22;2022_8;Plate 08;13;NA;;Control Blank;Group1_blank;;0,016
LAB49;MTT56;06/06/22;2022_8;Plate 08;13;NA;;Control Blank;Group1_blank;;0,017
LAB49;MTT56;06/06/22;2022_8;Plate 08;13;NA;;Control Blank;Group1_blank;;0,018
LAB49;MTT56;06/06/22;2022_8;Plate 08;13;NA;;Genistein Blank;Group2_blank;;0,021
LAB49;MTT56;06/06/22;2022_8;Plate 08;13;NA;;Genistein Blank;Group2_blank;;0,017
LAB49;MTT56;06/06/22;2022_8;Plate 08;13;NA;;Genistein Blank;Group2_blank;;0,023
LAB49;MTT56;06/10/22;2022_9;Plate 09;14;NA;;Control;Group1;;1,61
LAB49;MTT56;06/10/22;2022_9;Plate 09;14;NA;;Control;Group1;;1,709
LAB49;MTT56;06/10/22;2022_9;Plate 09;14;NA;;Control;Group1;;1,613
LAB49;MTT56;06/10/22;2022_9;Plate 09;14;NA;;Genistein;Group2;;1,505
LAB49;MTT56;06/10/22;2022_9;Plate 09;14;NA;;Genistein;Group2;;1,673
LAB49;MTT56;06/10/22;2022_9;Plate 09;14;NA;;Genistein;Group2;;1,7
LAB49;MTT56;06/10/22;2022_9;Plate 09;14;NA;;Positive control;Positive_Control;;0,194
LAB49;MTT56;06/10/22;2022_9;Plate 09;14;NA;;Positive control;Positive_Control;;0,194
LAB49;MTT56;06/10/22;2022_9;Plate 09;14;NA;;Positive control;Positive_Control;;0,194
LAB49;MTT56;06/10/22;2022_9;Plate 09;14;NA;;Control Blank;Group1_blank;;0,011
LAB49;MTT56;06/10/22;2022_9;Plate 09;14;NA;;Control Blank;Group1_blank;;0,015
LAB49;MTT56;06/10/22;2022_9;Plate 09;14;NA;;Control Blank;Group1_blank;;0,017
LAB49;MTT56;06/10/22;2022_9;Plate 09;14;NA;;Genistein Blank;Group2_blank;;0,038
LAB49;MTT56;06/10/22;2022_9;Plate 09;14;NA;;Genistein Blank;Group2_blank;;0,028
LAB49;MTT56;06/10/22;2022_9;Plate 09;14;NA;;Genistein Blank;Group2_blank;;0,018
LAB49;MTT56;13/06/22;2022_10;Plate 10;15;NA;;Control;Group1;;1,791
LAB49;MTT56;13/06/22;2022_10;Plate 10;15;NA;;Control;Group1;;1,828
LAB49;MTT56;13/06/22;2022_10;Plate 10;15;NA;;Control;Group1;;1,698
LAB49;MTT56;13/06/22;2022_10;Plate 10;15;NA;;Genistein;Group2;;1,834
LAB49;MTT56;13/06/22;2022_10;Plate 10;15;NA;;Genistein;Group2;;1,919
LAB49;MTT56;13/06/22;2022_10;Plate 10;15;NA;;Genistein;Group2;;1,799
LAB49;MTT56;13/06/22;2022_10;Plate 10;15;NA;;Positive control;Positive_Control;;0,221
LAB49;MTT56;13/06/22;2022_10;Plate 10;15;NA;;Positive control;Positive_Control;;0,233
LAB49;MTT56;13/06/22;2022_10;Plate 10;15;NA;;Positive control;Positive_Control;;0,22
LAB49;MTT56;13/06/22;2022_10;Plate 10;15;NA;;Control Blank;Group1_blank;;0,019
LAB49;MTT56;13/06/22;2022_10;Plate 10;15;NA;;Control Blank;Group1_blank;;0,014
LAB49;MTT56;13/06/22;2022_10;Plate 10;15;NA;;Control Blank;Group1_blank;;0,016
LAB49;MTT56;13/06/22;2022_10;Plate 10;15;NA;;Genistein Blank;Group2_blank;;0,015
LAB49;MTT56;13/06/22;2022_10;Plate 10;15;NA;;Genistein Blank;Group2_blank;;0,017
LAB49;MTT56;13/06/22;2022_10;Plate 10;15;NA;;Genistein Blank;Group2_blank;;0,019
LAB49;MTT56;24/06/22;2022_11;Plate 11;17;NA;;Control;Group1;;1,216
LAB49;MTT56;24/06/22;2022_11;Plate 11;17;NA;;Control;Group1;;1,153
LAB49;MTT56;24/06/22;2022_11;Plate 11;17;NA;;Control;Group1;;1,222
LAB49;MTT56;24/06/22;2022_11;Plate 11;17;NA;;Genistein;Group2;;1,234
LAB49;MTT56;24/06/22;2022_11;Plate 11;17;NA;;Genistein;Group2;;1,24
LAB49;MTT56;24/06/22;2022_11;Plate 11;17;NA;;Genistein;Group2;;0
LAB49;MTT56;24/06/22;2022_11;Plate 11;17;NA;;Positive control;Positive_Control;;0,257
LAB49;MTT56;24/06/22;2022_11;Plate 11;17;NA;;Positive control;Positive_Control;;0,243
LAB49;MTT56;24/06/22;2022_11;Plate 11;17;NA;;Positive control;Positive_Control;;0,215
LAB49;MTT56;24/06/22;2022_11;Plate 11;17;NA;;Control Blank;Group1_blank;;0,014
LAB49;MTT56;24/06/22;2022_11;Plate 11;17;NA;;Control Blank;Group1_blank;;0,03
LAB49;MTT56;24/06/22;2022_11;Plate 11;17;NA;;Control Blank;Group1_blank;;0,041
LAB49;MTT56;24/06/22;2022_11;Plate 11;17;NA;;Genistein Blank;Group2_blank;;0,024
LAB49;MTT56;24/06/22;2022_11;Plate 11;17;NA;;Genistein Blank;Group2_blank;;0,024
LAB49;MTT56;24/06/22;2022_11;Plate 11;17;NA;;Genistein Blank;Group2_blank;;0
LAB49;MTT56;07/11/22;2022_12;Plate 12;5;NA;;Control;Group1;;1,58
LAB49;MTT56;07/11/22;2022_12;Plate 12;5;NA;;Control;Group1;;1,564
LAB49;MTT56;07/11/22;2022_12;Plate 12;5;NA;;Control;Group1;;1,478
LAB49;MTT56;07/11/22;2022_12;Plate 12;5;NA;;Genistein;Group2;;1,605
LAB49;MTT56;07/11/22;2022_12;Plate 12;5;NA;;Genistein;Group2;;1,566
LAB49;MTT56;07/11/22;2022_12;Plate 12;5;NA;;Genistein;Group2;;1,564
LAB49;MTT56;07/11/22;2022_12;Plate 12;5;NA;;Positive control;Positive_Control;;0,302
LAB49;MTT56;07/11/22;2022_12;Plate 12;5;NA;;Positive control;Positive_Control;;0,316
LAB49;MTT56;07/11/22;2022_12;Plate 12;5;NA;;Positive control;Positive_Control;;0,353
LAB49;MTT56;07/11/22;2022_12;Plate 12;5;NA;;Control Blank;Group1_blank;;0,016
LAB49;MTT56;07/11/22;2022_12;Plate 12;5;NA;;Control Blank;Group1_blank;;0,037
LAB49;MTT56;07/11/22;2022_12;Plate 12;5;NA;;Control Blank;Group1_blank;;0,014
LAB49;MTT56;07/11/22;2022_12;Plate 12;5;NA;;Genistein Blank;Group2_blank;;0,01
LAB49;MTT56;07/11/22;2022_12;Plate 12;5;NA;;Genistein Blank;Group2_blank;;0,021
LAB49;MTT56;07/11/22;2022_12;Plate 12;5;NA;;Genistein Blank;Group2_blank;;0,021
LAB49;MTT71;27/08/21;NA;Plate 01;48;NA;;Control;Group1;Yes;0,495
LAB49;MTT71;27/08/21;NA;Plate 01;48;NA;;Control;Group1;Yes;0,48
LAB49;MTT71;27/08/21;NA;Plate 01;48;NA;;Control;Group1;Yes;0,5
LAB49;MTT71;27/08/21;NA;Plate 01;48;NA;;Betulinic acid;Group2;Yes;0,297
LAB49;MTT71;27/08/21;NA;Plate 01;48;NA;;Betulinic acid;Group2;Yes;0,305
LAB49;MTT71;27/08/21;NA;Plate 01;48;NA;;Betulinic acid;Group2;Yes;0,319
LAB49;MTT71;27/08/21;NA;Plate 01;48;NA;;Positive control;Positive_Control;Yes;0,442
LAB49;MTT71;27/08/21;NA;Plate 01;48;NA;;Positive control;Positive_Control;Yes;0,483
LAB49;MTT71;27/08/21;NA;Plate 01;48;NA;;Positive control;Positive_Control;Yes;0,489
LAB49;MTT71;27/08/21;NA;Plate 01;48;NA;;Control Blank;Group1_blank;Yes;0,057
LAB49;MTT71;27/08/21;NA;Plate 01;48;NA;;Control Blank;Group1_blank;Yes;0,057
LAB49;MTT71;27/08/21;NA;Plate 01;48;NA;;Control Blank;Group1_blank;Yes;0,057
LAB49;MTT71;27/08/21;NA;Plate 01;48;NA;;Betulinic acid blank;Group2_blank;Yes;0,058
LAB49;MTT71;27/08/21;NA;Plate 01;48;NA;;Betulinic acid blank;Group2_blank;Yes;0,057
LAB49;MTT71;27/08/21;NA;Plate 01;48;NA;;Betulinic acid blank;Group2_blank;Yes;0,057
LAB49;MTT71;24/09/21;NA;Plate 02;49;NA;;Control;Group1;Yes;0,766
LAB49;MTT71;24/09/21;NA;Plate 02;49;NA;;Control;Group1;Yes;0,774
LAB49;MTT71;24/09/21;NA;Plate 02;49;NA;;Control;Group1;Yes;0,773
LAB49;MTT71;24/09/21;NA;Plate 02;49;NA;;Betulinic acid;Group2;Yes;0,439
LAB49;MTT71;24/09/21;NA;Plate 02;49;NA;;Betulinic acid;Group2;Yes;0,453
LAB49;MTT71;24/09/21;NA;Plate 02;49;NA;;Betulinic acid;Group2;Yes;0,465
LAB49;MTT71;24/09/21;NA;Plate 02;49;NA;;Positive control;Positive_Control;Yes;0,665
LAB49;MTT71;24/09/21;NA;Plate 02;49;NA;;Positive control;Positive_Control;Yes;0,651
LAB49;MTT71;24/09/21;NA;Plate 02;49;NA;;Positive control;Positive_Control;Yes;0,656
LAB49;MTT71;24/09/21;NA;Plate 02;49;NA;;Control Blank;Group1_blank;Yes;0,058
LAB49;MTT71;24/09/21;NA;Plate 02;49;NA;;Control Blank;Group1_blank;Yes;0,059
LAB49;MTT71;24/09/21;NA;Plate 02;49;NA;;Control Blank;Group1_blank;Yes;0,061
LAB49;MTT71;24/09/21;NA;Plate 02;49;NA;;Betulinic acid blank;Group2_blank;Yes;0,064
LAB49;MTT71;24/09/21;NA;Plate 02;49;NA;;Betulinic acid blank;Group2_blank;Yes;0,06
LAB49;MTT71;24/09/21;NA;Plate 02;49;NA;;Betulinic acid blank;Group2_blank;Yes;0,06
LAB49;MTT71;10/06/21;NA;Plate 03;51;NA;;Control;Group1;;0,46
LAB49;MTT71;10/06/21;NA;Plate 03;51;NA;;Control;Group1;;0,488
LAB49;MTT71;10/06/21;NA;Plate 03;51;NA;;Control;Group1;;0,406
LAB49;MTT71;10/06/21;NA;Plate 03;51;NA;;Betulinic acid;Group2;;0,36
LAB49;MTT71;10/06/21;NA;Plate 03;51;NA;;Betulinic acid;Group2;;0,399
LAB49;MTT71;10/06/21;NA;Plate 03;51;NA;;Betulinic acid;Group2;;0,36
LAB49;MTT71;10/06/21;NA;Plate 03;51;NA;;Positive control;Positive_Control;;0,228
LAB49;MTT71;10/06/21;NA;Plate 03;51;NA;;Positive control;Positive_Control;;0,206
LAB49;MTT71;10/06/21;NA;Plate 03;51;NA;;Positive control;Positive_Control;;0,224
LAB49;MTT71;10/06/21;NA;Plate 03;51;NA;;Control Blank;Group1_blank;;0,082
LAB49;MTT71;10/06/21;NA;Plate 03;51;NA;;Control Blank;Group1_blank;;0,067
LAB49;MTT71;10/06/21;NA;Plate 03;51;NA;;Control Blank;Group1_blank;;0,058
LAB49;MTT71;10/06/21;NA;Plate 03;51;NA;;Betulinic acid blank;Group2_blank;;0,065
LAB49;MTT71;10/06/21;NA;Plate 03;51;NA;;Betulinic acid blank;Group2_blank;;0,065
LAB49;MTT71;10/06/21;NA;Plate 03;51;NA;;Betulinic acid blank;Group2_blank;;0,067
LAB49;MTT71;10/08/21;NA;Plate 04;48;NA;;Control;Group1;;0,569
LAB49;MTT71;10/08/21;NA;Plate 04;48;NA;;Control;Group1;;0,55
LAB49;MTT71;10/08/21;NA;Plate 04;48;NA;;Control;Group1;;0,579
LAB49;MTT71;10/08/21;NA;Plate 04;48;NA;;Betulinic acid;Group2;;0,33
LAB49;MTT71;10/08/21;NA;Plate 04;48;NA;;Betulinic acid;Group2;;0,317
LAB49;MTT71;10/08/21;NA;Plate 04;48;NA;;Betulinic acid;Group2;;0,384
LAB49;MTT71;10/08/21;NA;Plate 04;48;NA;;Positive control;Positive_Control;;0,13
LAB49;MTT71;10/08/21;NA;Plate 04;48;NA;;Positive control;Positive_Control;;0,182
LAB49;MTT71;10/08/21;NA;Plate 04;48;NA;;Positive control;Positive_Control;;0,164
LAB49;MTT71;10/08/21;NA;Plate 04;48;NA;;Control Blank;Group1_blank;;0,091
LAB49;MTT71;10/08/21;NA;Plate 04;48;NA;;Control Blank;Group1_blank;;0,085
LAB49;MTT71;10/08/21;NA;Plate 04;48;NA;;Control Blank;Group1_blank;;0,074
LAB49;MTT71;10/08/21;NA;Plate 04;48;NA;;Betulinic acid blank;Group2_blank;;0,073
LAB49;MTT71;10/08/21;NA;Plate 04;48;NA;;Betulinic acid blank;Group2_blank;;0,062
LAB49;MTT71;10/08/21;NA;Plate 04;48;NA;;Betulinic acid blank;Group2_blank;;0,069
LAB49;MTT71;15/10/21;NA;Plate 05;50;NA;;Control;Group1;;0,542
LAB49;MTT71;15/10/21;NA;Plate 05;50;NA;;Control;Group1;;0,542
LAB49;MTT71;15/10/21;NA;Plate 05;50;NA;;Control;Group1;;0,538
LAB49;MTT71;15/10/21;NA;Plate 05;50;NA;;Betulinic acid;Group2;;0,349
LAB49;MTT71;15/10/21;NA;Plate 05;50;NA;;Betulinic acid;Group2;;0,352
LAB49;MTT71;15/10/21;NA;Plate 05;50;NA;;Betulinic acid;Group2;;0,344
LAB49;MTT71;15/10/21;NA;Plate 05;50;NA;;Positive control;Positive_Control;;0,16
LAB49;MTT71;15/10/21;NA;Plate 05;50;NA;;Positive control;Positive_Control;;0,129
LAB49;MTT71;15/10/21;NA;Plate 05;50;NA;;Positive control;Positive_Control;;0,164
LAB49;MTT71;15/10/21;NA;Plate 05;50;NA;;Control Blank;Group1_blank;;0,065
LAB49;MTT71;15/10/21;NA;Plate 05;50;NA;;Control Blank;Group1_blank;;0,062
LAB49;MTT71;15/10/21;NA;Plate 05;50;NA;;Control Blank;Group1_blank;;0,065
LAB49;MTT71;15/10/21;NA;Plate 05;50;NA;;Betulinic acid blank;Group2_blank;;0,061
LAB49;MTT71;15/10/21;NA;Plate 05;50;NA;;Betulinic acid blank;Group2_blank;;0,073
LAB49;MTT71;15/10/21;NA;Plate 05;50;NA;;Betulinic acid blank;Group2_blank;;0,06
LAB49;MTT71;20/10/21;NA;Plate 06;51;NA;;Control;Group1;;0,255
LAB49;MTT71;20/10/21;NA;Plate 06;51;NA;;Control;Group1;;0,26
LAB49;MTT71;20/10/21;NA;Plate 06;51;NA;;Control;Group1;;0,256
LAB49;MTT71;20/10/21;NA;Plate 06;51;NA;;Betulinic acid;Group2;;0,221
LAB49;MTT71;20/10/21;NA;Plate 06;51;NA;;Betulinic acid;Group2;;0,224
LAB49;MTT71;20/10/21;NA;Plate 06;51;NA;;Betulinic acid;Group2;;0,236
LAB49;MTT71;20/10/21;NA;Plate 06;51;NA;;Positive control;Positive_Control;;0,125
LAB49;MTT71;20/10/21;NA;Plate 06;51;NA;;Positive control;Positive_Control;;0,112
LAB49;MTT71;20/10/21;NA;Plate 06;51;NA;;Positive control;Positive_Control;;0,122
LAB49;MTT71;20/10/21;NA;Plate 06;51;NA;;Control Blank;Group1_blank;;0,061
LAB49;MTT71;20/10/21;NA;Plate 06;51;NA;;Control Blank;Group1_blank;;0,065
LAB49;MTT71;20/10/21;NA;Plate 06;51;NA;;Control Blank;Group1_blank;;0,068
LAB49;MTT71;20/10/21;NA;Plate 06;51;NA;;Betulinic acid blank;Group2_blank;;0,062
LAB49;MTT71;20/10/21;NA;Plate 06;51;NA;;Betulinic acid blank;Group2_blank;;0,062
LAB49;MTT71;20/10/21;NA;Plate 06;51;NA;;Betulinic acid blank;Group2_blank;;0,06
LAB52;MTT13;07/03/22;NA;A;11;NA;;control;;Yes;0,197
LAB52;MTT13;07/03/22;NA;A;11;NA;;control;;Yes;0,142
LAB52;MTT13;07/03/22;NA;A;11;NA;;control;;Yes;0,163
LAB52;MTT13;07/03/22;NA;A;11;NA;;control;;Yes;0,162
LAB52;MTT13;07/03/22;NA;A;11;NA;;DMSO;Group1;Yes;0,138
LAB52;MTT13;07/03/22;NA;A;11;NA;;DMSO;Group1;Yes;0,152
LAB52;MTT13;07/03/22;NA;A;11;NA;;DMSO;Group1;Yes;0,177
LAB52;MTT13;07/03/22;NA;A;11;NA;;DMSO;Group1;Yes;0,157
LAB52;MTT13;07/03/22;NA;A;11;NA;;cyclosporine(10uM);Group2;Yes;0,138
LAB52;MTT13;07/03/22;NA;A;11;NA;;cyclosporine(10uM);Group2;Yes;0,169
LAB52;MTT13;07/03/22;NA;A;11;NA;;cyclosporine(10uM);Group2;Yes;0,156
LAB52;MTT13;07/03/22;NA;A;11;NA;;cyclosporine(10uM);Group2;Yes;0,141
LAB52;MTT13;07/03/22;NA;A;11;NA;;triton-x 100 (1%);Positive_Control;Yes;0,188
LAB52;MTT13;07/03/22;NA;A;11;NA;;triton-x 100 (1%);Positive_Control;Yes;0,195
LAB52;MTT13;07/03/22;NA;A;11;NA;;triton-x 100 (1%);Positive_Control;Yes;0,184
LAB52;MTT13;07/03/22;NA;A;11;NA;;triton-x 100 (1%);Positive_Control;Yes;0,162
LAB52;MTT13;07/03/22;NA;A;11;NA;;control blank;Group1_blank;Yes;0,096
LAB52;MTT13;07/03/22;NA;A;11;NA;;control blank;Group1_blank;Yes;0,09
LAB52;MTT13;07/03/22;NA;A;11;NA;;control blank;Group1_blank;Yes;0,166
LAB52;MTT13;07/03/22;NA;A;11;NA;;control blank;Group1_blank;Yes;0,153
LAB52;MTT13;07/03/22;NA;A;11;NA;;treatment blank;Group2_blank;Yes;0,06
LAB52;MTT13;07/03/22;NA;A;11;NA;;treatment blank;Group2_blank;Yes;0,065
LAB52;MTT13;07/03/22;NA;A;11;NA;;treatment blank;Group2_blank;Yes;0,109
LAB52;MTT13;07/03/22;NA;A;11;NA;;treatment blank;Group2_blank;Yes;0,1
LAB52;MTT13;09/03/22;NA;B;12;NA;;control;;;0,15
LAB52;MTT13;09/03/22;NA;B;12;NA;;control;;;0,177
LAB52;MTT13;09/03/22;NA;B;12;NA;;control;;;0,187
LAB52;MTT13;09/03/22;NA;B;12;NA;;control;;;0,187
LAB52;MTT13;09/03/22;NA;B;12;NA;;DMSO;Group1;;0,15
LAB52;MTT13;09/03/22;NA;B;12;NA;;DMSO;Group1;;0,155
LAB52;MTT13;09/03/22;NA;B;12;NA;;DMSO;Group1;;0,188
LAB52;MTT13;09/03/22;NA;B;12;NA;;DMSO;Group1;;0,187
LAB52;MTT13;09/03/22;NA;B;12;NA;;cyclosporine(10uM);Group2;;0,147
LAB52;MTT13;09/03/22;NA;B;12;NA;;cyclosporine(10uM);Group2;;0,123
LAB52;MTT13;09/03/22;NA;B;12;NA;;cyclosporine(10uM);Group2;;0,132
LAB52;MTT13;09/03/22;NA;B;12;NA;;cyclosporine(10uM);Group2;;0,133
LAB52;MTT13;09/03/22;NA;B;12;NA;;triton-x 100 (1%);Positive_Control;;0,086
LAB52;MTT13;09/03/22;NA;B;12;NA;;triton-x 100 (1%);Positive_Control;;0,086
LAB52;MTT13;09/03/22;NA;B;12;NA;;triton-x 100 (1%);Positive_Control;;0,098
