LAB;EXP;Date of PCR;Plate ID;Experimental Unit LAB;Experimental Unit BRI;Animal ID;CT Gene of Interest;CT Control Gene I;CT Control Gene II;Band Density Gene of Interest;Band Density Control Gene;Exclude?;Experimental Group;Group;Efficiency of primer pair of interest;Efficiency of primer pair of control I;Efficiency of primer pair of control II
LAB35;PCR125;23/08/22;P2;;10;41;25,3;;;;;;lead;Group2;;;
LAB35;PCR125;23/08/22;P2;;10;41;25,46;;;;;;lead;Group2;;;
LAB35;PCR125;23/08/22;P2;;11;48;;22,86;;;;yes;lead;Group2;;;
LAB35;PCR125;23/08/22;P2;;11;48;;23,27;;;;yes;lead;Group2;;;
LAB35;PCR125;23/08/22;P2;;11;48;;23,1;;;;yes;lead;Group2;;;
LAB35;PCR125;23/08/22;P2;;11;48;;;22,54;;;;lead;Group2;;;
LAB35;PCR125;23/08/22;P2;;11;48;;;22,19;;;;lead;Group2;;;
LAB35;PCR125;23/08/22;P2;;11;48;;;22,37;;;;lead;Group2;;;
LAB35;PCR125;23/08/22;P2;;11;48;25,73;;;;;;lead;Group2;;;
LAB35;PCR125;23/08/22;P2;;11;48;25,49;;;;;;lead;Group2;;;
LAB35;PCR125;23/08/22;P2;;11;48;25,46;;;;;;lead;Group2;;;
LAB35;PCR125;23/08/22;P2;;8;9;;23,41;;;;yes;control;Group1;;;
LAB35;PCR125;23/08/22;P2;;8;9;;23,4;;;;yes;control;Group1;;;
LAB35;PCR125;23/08/22;P2;;8;9;;23,46;;;;yes;control;Group1;;;
LAB35;PCR125;23/08/22;P2;;8;9;;;23,05;;;;control;Group1;;;
LAB35;PCR125;23/08/22;P2;;8;9;;;22,82;;;;control;Group1;;;
LAB35;PCR125;23/08/22;P2;;8;9;;;22,98;;;;control;Group1;;;
LAB35;PCR125;23/08/22;P2;;8;9;26,38;;;;;;control;Group1;;;
LAB35;PCR125;23/08/22;P2;;8;9;26,25;;;;;;control;Group1;;;
LAB35;PCR125;23/08/22;P2;;8;9;26,14;;;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;9;10;;23,01;;;;yes;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;9;10;;23,13;;;;yes;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;9;10;;23,02;;;;yes;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;9;10;;;22,52;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;9;10;;;22,58;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;9;10;;;22,46;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;9;10;26,13;;;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;9;10;26,14;;;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;9;10;26,15;;;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;10;16;;22,33;;;;yes;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;10;16;;22,46;;;;yes;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;10;16;;22,3;;;;yes;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;10;16;;;22,5;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;10;16;;;22,44;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;10;16;;;22,15;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;10;16;25,67;;;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;10;16;25,98;;;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;10;16;26,02;;;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;11;1;;23,83;;;;yes;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;11;1;;23,81;;;;yes;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;11;1;;23,64;;;;yes;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;11;1;;;23,5;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;11;1;;;23,53;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;11;1;;;23,6;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;11;1;26,46;;;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;11;1;26,35;;;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;11;1;26,38;;;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;12;27;;22,3;;;;yes;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;12;27;;22,08;;;;yes;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;12;27;;22,01;;;;yes;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;12;27;;;22,25;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;12;27;;;22,43;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;12;27;;;22,28;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;12;27;25,18;;;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;12;27;25,14;;;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;12;27;25,3;;;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;13;29;;22,45;;;;yes;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;13;29;;22,03;;;;yes;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;13;29;;22,25;;;;yes;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;13;29;;;21,96;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;13;29;;;22,02;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;13;29;;;21,97;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;13;29;25,05;;;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;13;29;25,1;;;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;13;29;25,19;;;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;14;32;;23,51;;;;yes;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;14;32;;23,61;;;;yes;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;14;32;;23,78;;;;yes;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;14;32;;;23,15;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;14;32;;;23,2;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;14;32;;;23,26;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;14;32;26,01;;;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;14;32;26,08;;;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;14;32;26,11;;;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;15;34;;23,8;;;;yes;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;15;34;;23,12;;;;yes;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;15;34;;22,89;;;;yes;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;15;34;;;22,66;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;15;34;;;22,44;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;15;34;;;22,57;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;15;34;25,39;;;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;15;34;25,39;;;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;15;34;25,18;;;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;16;42;;22,81;;;;yes;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;16;42;;22,74;;;;yes;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;16;42;;22,7;;;;yes;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;16;42;;;22,48;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;16;42;;;22,4;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;16;42;;;22,41;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;16;42;25,76;;;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;16;42;25,89;;;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;16;42;25,6;;;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;17;44;;23,78;;;;yes;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;17;44;;23,13;;;;yes;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;17;44;;23,41;;;;yes;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;17;44;;;23,35;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;17;44;;;23;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;17;44;;;23,37;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;17;44;26,53;;;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;17;44;26,53;;;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;17;44;26,47;;;;;;lead;Group2;;;
LAB35;PCR125;24/08/22;P3;;12;6;;21,88;;;;yes;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;12;6;;Undetermined;;;;yes;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;12;6;;22,42;;;;yes;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;12;6;;;22,01;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;12;6;;;22,08;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;12;6;;;22,07;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;12;6;25,48;;;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;12;6;25,86;;;;;;control;Group1;;;
LAB35;PCR125;24/08/22;P3;;12;6;25,67;;;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;13;15;;17,79;;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;13;15;;18,21;;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;13;15;;17,42;;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;13;15;;;19,43;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;13;15;;;19,69;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;13;15;;;19,55;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;13;15;22,08;;;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;13;15;22,02;;;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;13;15;22;;;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;14;17;;18,31;;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;14;17;;18,43;;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;14;17;;18,39;;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;14;17;;;20,16;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;14;17;;;20,26;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;14;17;;;20,49;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;14;17;22,49;;;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;14;17;22,48;;;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;14;17;22,46;;;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;15;18;;17,4;;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;15;18;;17,77;;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;15;18;;18,15;;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;15;18;;;19,19;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;15;18;;;19,46;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;15;18;;;19,5;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;15;18;21,29;;;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;15;18;21,06;;;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;15;18;21,38;;;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;16;20;;19,16;;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;16;20;;18,02;;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;16;20;;18,68;;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;16;20;;;19,92;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;16;20;;;19,93;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;16;20;;;20,24;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;16;20;22,29;;;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;16;20;22,25;;;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;16;20;22,31;;;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;17;22;;17,7;;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;17;22;;17,55;;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;17;22;;18,37;;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;17;22;;;19,63;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;17;22;;;19,76;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;17;22;;;19,49;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;17;22;21,63;;;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;17;22;21,66;;;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;17;22;21,86;;;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;18;23;;18,32;;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;18;23;;17,47;;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;18;23;;18,17;;;;yes;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;18;23;;;19,17;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;18;23;;;19,15;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;18;23;;;19,33;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;18;23;21,78;;;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;18;23;21,79;;;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;18;23;21,76;;;;;;control;Group1;;;
LAB35;PCR125;13/09/22;P4;;18;30;;19,93;;;;yes;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;18;30;;19,02;;;;yes;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;18;30;;18,63;;;;yes;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;18;30;;;20,49;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;18;30;;;20,58;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;18;30;;;20,67;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;18;30;22,82;;;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;18;30;22,48;;;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;18;30;22,68;;;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;19;36;;18,45;;;;yes;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;19;36;;18,21;;;;yes;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;19;36;;18,61;;;;yes;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;19;36;;;19,6;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;19;36;;;19,48;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;19;36;;;19,77;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;19;36;21,51;;;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;19;36;21,57;;;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;19;36;21,57;;;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;20;45;;18,36;;;;yes;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;20;45;;18,92;;;;yes;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;20;45;;18,52;;;;yes;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;20;45;;;20,03;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;20;45;;;20,03;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;20;45;;;20,09;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;20;45;22,74;;;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;20;45;22,78;;;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;20;45;22,84;;;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;21;46;;19,74;;;;yes;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;21;46;;19,87;;;;yes;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;21;46;;19,91;;;;yes;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;21;46;;;21,12;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;21;46;;;21,58;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;21;46;;;21,61;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;21;46;24,04;;;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;21;46;24,03;;;;;;lead;Group2;;;
LAB35;PCR125;13/09/22;P4;;21;46;24,02;;;;;;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;19;11;;21,11;;;;yes;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;19;11;;21,06;;;;yes;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;19;11;;21,07;;;;yes;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;19;11;;;20,86;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;19;11;;;20,92;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;19;11;;;20,91;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;19;11;24,38;;;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;19;11;24,24;;;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;19;11;24,46;;;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;20;19;;22,02;;;;yes;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;20;19;;21,88;;;;yes;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;20;19;;21,88;;;;yes;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;20;19;;;21,66;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;20;19;;;21,62;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;20;19;;;21,7;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;20;19;25,11;;;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;20;19;24,72;;;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;20;19;Undetermined;;;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;21;21;;23,11;;;;yes;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;21;21;;23,09;;;;yes;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;21;21;;23,55;;;;yes;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;21;21;;;22,37;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;21;21;;;22,44;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;21;21;;;22,63;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;21;21;26,31;;;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;21;21;26,06;;;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;21;21;26,38;;;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;22;26;;21,53;;;;yes;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;22;26;;21,04;;;;yes;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;22;26;;21,14;;;;yes;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;22;26;;;21,17;;;;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;22;26;;;21,28;;;;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;22;26;;;21,18;;;;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;22;26;23,67;;;;;;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;22;26;23,73;;;;;;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;22;26;24;;;;;;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;23;35;;22,93;;;;yes;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;23;35;;21,28;;;;yes;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;23;35;;21,56;;;;yes;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;23;35;;;21,4;;;;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;23;35;;;21,38;;;;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;23;35;;;21,25;;;;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;23;35;23,88;;;;;;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;23;35;24,13;;;;;;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;23;35;24,08;;;;;;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;22;3;;21,13;;;;yes;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;22;3;;21,19;;;;yes;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;22;3;;21,17;;;;yes;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;22;3;;;21,42;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;22;3;;;21,51;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;22;3;;;21,52;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;22;3;25,16;;;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;22;3;25,31;;;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;22;3;25,38;;;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;24;43;;23,14;;;;yes;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;24;43;;21,74;;;;yes;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;24;43;;22,35;;;;yes;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;24;43;;;21,74;;;;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;24;43;;;21,56;;;;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;24;43;;;Undetermined;;;yes;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;24;43;25,16;;;;;;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;24;43;24,67;;;;;;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;24;43;24,52;;;;;;lead;Group2;;;
LAB35;PCR125;14/09/22;P5;;23;4;;21;;;;yes;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;23;4;;20,65;;;;yes;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;23;4;;20,12;;;;yes;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;23;4;;;20,51;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;23;4;;;20,7;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;23;4;;;20,7;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;23;4;24,09;;;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;23;4;24,06;;;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;23;4;23,95;;;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;24;8;;23,06;;;;yes;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;24;8;;23,18;;;;yes;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;24;8;;23,13;;;;yes;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;24;8;;;22,7;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;24;8;;;23,01;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;24;8;;;22,88;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;24;8;26,13;;;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;24;8;26,22;;;;;;control;Group1;;;
LAB35;PCR125;14/09/22;P5;;24;8;26,03;;;;;;control;Group1;;;
LAB36;PCR166;15/12/22;1;G1 - D1 - Cont - replicata 1;1;;;16,02;;;;;Controle - D1 - Grupo 1;GroupNorm;;;
LAB36;PCR166;15/12/22;1;G1 - D1 - Cont - replicata 2;1;;;16,15;;;;;Controle - D1 - Grupo 1;GroupNorm;;;
LAB36;PCR166;15/12/22;1;G1 - D1 - Cont - replicata 3;1;;;16,12;;;;;Controle - D1 - Grupo 1;GroupNorm;;;
LAB36;PCR166;15/12/22;1;G1 - D10 - Cont - replicata 1;1;;;17,19;;;;;Controle - D10 - Grupo 1;;;;
LAB36;PCR166;15/12/22;1;G1 - D10 - Cont - replicata 2;1;;;17,26;;;;;Controle - D10 - Grupo 1;;;;
LAB36;PCR166;15/12/22;1;G1 - D10 - Cont - replicata 3;1;;;17,23;;;;;Controle - D10 - Grupo 1;;0;2;
LAB36;PCR166;15/12/22;1;G1 - D10 - DMSO - replicata 1;1;;;17,48;;;;;DMSO - D10 - Grupo 1;Group1;0;2;
LAB36;PCR166;15/12/22;1;G1 - D10 - DMSO - replicata 2;1;;;17,39;;;;;DMSO - D10 - Grupo 1;Group1;0;2;
LAB36;PCR166;15/12/22;1;G1 - D10 - DMSO - replicata 3;1;;;17,46;;;;;DMSO - D10 - Grupo 1;Group1;0;2;
LAB36;PCR166;15/12/22;1;G1 - D10 - capsaicin - replicata 1;1;;;16,99;;;;;capsaicin - D10 - Grupo 1;Group2;0;2;
LAB36;PCR166;15/12/22;1;G1 - D10 - capsaicin - replicata 2;1;;;16,91;;;;;capsaicin - D10 - Grupo 1;Group2;0;2;
LAB36;PCR166;15/12/22;1;G1 - D10 - capsaicin - replicata  3;1;;;17,02;;;;;capsaicin - D10 - Grupo 1;Group2;0;2;
LAB36;PCR166;15/12/22;1;G2 - D1 - Cont - replicata 1;2;;;16,72;;;;;Controle - D1 - Grupo 2;GroupNorm;0;2;
LAB36;PCR166;15/12/22;1;G2 - D1 - Cont - replicata 2;2;;;16,68;;;;;Controle - D1 - Grupo 2;GroupNorm;0;2;
LAB36;PCR166;15/12/22;1;G2 - D1 - Cont - replicata 3;2;;;16,69;;;;;Controle - D1 - Grupo 2;GroupNorm;0;2;
LAB36;PCR166;15/12/22;1;G2 - D10 - Cont - replicata 1;2;;;16,79;;;;;Controle - D10 - Grupo 2;;0;2;
LAB36;PCR166;15/12/22;1;G2 - D10 - Cont - replicata 2;2;;;16,86;;;;;Controle - D10 - Grupo 2;;0;2;
LAB36;PCR166;15/12/22;1;G2 - D10 - Cont - replicata 3;2;;;16,91;;;;;Controle - D10 - Grupo 2;;0;2;
LAB36;PCR166;15/12/22;1;G2 - D10 - DMSO - replicata 1;2;;;16,96;;;;;DMSO - D10 - Grupo 2;Group1;0;2;
LAB36;PCR166;15/12/22;1;G2 - D10 - DMSO - replicata 2;2;;;16,98;;;;;DMSO - D10 - Grupo 2;Group1;0;2;
LAB36;PCR166;15/12/22;1;G2 - D10 - DMSO - replicata 3;2;;;16,9;;;;;DMSO - D10 - Grupo 2;Group1;0;2;
LAB36;PCR166;15/12/22;1;G2 - D10 - capsaicin - replicata 1;2;;;16,33;;;;;capsaicin - D10 - Grupo 2;Group2;0;2;
LAB36;PCR166;15/12/22;1;G2 - D10 - capsaicin - replicata 2;2;;;16,38;;;;;capsaicin - D10 - Grupo 2;Group2;0;2;
